1722787200000,0.00000175,0.00000175,0.00000172,0.00000173,2473916.00000000,1722790799999,4.28758907,774,523070.00000000,0.90857424,0
1722790800000,0.00000173,0.00000176,0.00000171,0.00000175,13219837.00000000,1722794399999,22.77133219,2256,1546356.00000000,2.67852730,0
1722794400000,0.00000174,0.00000176,0.00000172,0.00000175,1743276.00000000,1722797999999,3.03902576,590,1401303.00000000,2.44564373,0
1722798000000,0.00000175,0.00000178,0.00000174,0.00000177,3044547.00000000,1722801599999,5.37787712,651,2233444.00000000,3.94800267,0
1722801600000,0.00000176,0.00000178,0.00000176,0.00000178,2289636.00000000,1722805199999,4.06140272,500,1726306.00000000,3.06162048,0
1722805200000,0.00000178,0.00000179,0.00000177,0.00000179,627390.00000000,1722808799999,1.11733785,263,247575.00000000,0.44127786,0
1722808800000,0.00000178,0.00000180,0.00000178,0.00000180,1236798.00000000,1722812399999,2.21377828,284,972320.00000000,1.74048444,0
1722812400000,0.00000179,0.00000179,0.00000177,0.00000179,303023.00000000,1722815999999,0.53974111,121,126526.00000000,0.22525166,0
1722816000000,0.00000179,0.00000179,0.00000174,0.00000174,3308180.00000000,1722819599999,5.83785390,847,1456695.00000000,2.57038715,0
1722819600000,0.00000174,0.00000175,0.00000168,0.00000170,41495062.00000000,1722823199999,70.94823451,6641,28819592.00000000,49.21042691,0
1722823200000,0.00000170,0.00000172,0.00000167,0.00000171,63291258.00000000,1722826799999,107.47705552,6473,54702999.00000000,92.96638543,0
1722826800000,0.00000171,0.00000171,0.00000168,0.00000170,5934696.00000000,1722830399999,10.05357988,1044,2610285.00000000,4.42431407,0
1722830400000,0.00000170,0.00000172,0.00000169,0.00000171,2922014.00000000,1722833999999,4.97490516,797,1496593.00000000,2.54967007,0
1722834000000,0.00000172,0.00000173,0.00000169,0.00000170,4877993.00000000,1722837599999,8.33691406,1651,2526770.00000000,4.32157241,0
1722837600000,0.00000170,0.00000174,0.00000164,0.00000167,26115940.00000000,1722841199999,43.88975670,4136,13041638.00000000,21.92188335,0
1722841200000,0.00000166,0.00000171,0.00000165,0.00000169,9031646.00000000,1722844799999,15.09386483,1725,4786833.00000000,8.00635874,0
1722844800000,0.00000168,0.00000169,0.00000165,0.00000165,3549081.00000000,1722848399999,5.91346854,886,2393718.00000000,3.98565296,0
1722848400000,0.00000166,0.00000166,0.00000163,0.00000165,14294748.00000000,1722851999999,23.56631753,2618,2223898.00000000,3.66717334,0
1722852000000,0.00000165,0.00000166,0.00000161,0.00000162,13007248.00000000,1722855599999,21.24002040,2596,2007605.00000000,3.29258795,0
1722855600000,0.00000161,0.00000165,0.00000158,0.00000165,32077109.00000000,1722859199999,51.25829593,3995,5752145.00000000,9.26491790,0
1722859200000,0.00000165,0.00000168,0.00000164,0.00000166,7068573.00000000,1722862799999,11.74487367,1370,2959584.00000000,4.92551155,0
1722862800000,0.00000166,0.00000173,0.00000165,0.00000172,11961195.00000000,1722866399999,20.15993679,2540,8120971.00000000,13.69878685,0
1722866400000,0.00000172,0.00000175,0.00000170,0.00000173,13634739.00000000,1722869999999,23.51521809,2175,7479336.00000000,12.91097282,0
1722870000000,0.00000173,0.00000175,0.00000172,0.00000175,5695377.00000000,1722873599999,9.88763787,1108,3380652.00000000,5.87685130,0
1722873600000,0.00000176,0.00000178,0.00000174,0.00000176,4233167.00000000,1722877199999,7.47279712,1321,2448963.00000000,4.32418295,0
1722877200000,0.00000176,0.00000177,0.00000175,0.00000176,1333039.00000000,1722880799999,2.34698161,431,656148.00000000,1.15560106,0
1722880800000,0.00000176,0.00000177,0.00000174,0.00000176,1151484.00000000,1722884399999,2.02465928,522,443414.00000000,0.78016650,0
1722884400000,0.00000176,0.00000178,0.00000175,0.00000176,1362392.00000000,1722887999999,2.39988577,533,776653.00000000,1.36900086,0
1722888000000,0.00000176,0.00000177,0.00000174,0.00000174,1252751.00000000,1722891599999,2.19946213,504,355337.00000000,0.62535218,0
1722891600000,0.00000174,0.00000175,0.00000173,0.00000174,421781.00000000,1722895199999,0.73403280,206,142427.00000000,0.24810237,0
1722895200000,0.00000174,0.00000176,0.00000173,0.00000175,543395.00000000,1722898799999,0.94973454,165,181291.00000000,0.31627971,0
1722898800000,0.00000175,0.00000176,0.00000174,0.00000175,780913.00000000,1722902399999,1.36695116,185,408105.00000000,0.71457760,0
1722902400000,0.00000174,0.00000179,0.00000174,0.00000177,2324284.00000000,1722905999999,4.11806632,682,1560619.00000000,2.76647848,0
1722906000000,0.00000177,0.00000181,0.00000176,0.00000178,4209120.00000000,1722909599999,7.53664258,626,2885331.00000000,5.17684783,0
