0.4565552699,0.0088126745,0.0078776645,0.0032287823,-0.0126696833,-0.0050738007,-0.0078160920,-0.9363579215
0.4240000000,0.0112055551,0.0110422050,-0.0091954023,-0.0105407883,-0.0060268892,-0.0037071362,1.0356836099
0.5292439372,0.0015622938,0.0022991081,0.0004640371,0.0037054192,0.0037313433,0.0079069767,-0.7318728927
0.5107266436,0.0013219409,0.0021288038,0.0051020408,0.0036917397,0.0018587361,0.0000000000,1.1651749961
0.5366972477,-0.0125516927,-0.0117107849,0.0000000000,0.0142528736,0.0046382189,0.0138440240,3.4592542602
0.5121951220,-0.0278772794,-0.0280960522,0.0156898939,0.0154125113,0.0161588181,0.0177514793,0.1643681423
0.5138888889,-0.0187612641,-0.0211996557,0.0168105407,0.0000000000,0.0090867787,-0.0049194991,-0.8634279033
0.4884792627,-0.0293979111,-0.0331007166,-0.0022341376,0.0098214286,0.0018009905,0.0139325843,-0.1254901602
0.6008771930,-0.0501374573,-0.0557615368,0.0107478728,0.0247568523,0.0125842697,0.0265957447,9.7117383911
0.6690909091,-0.0614701605,-0.0704940828,0.0265839610,0.0202761001,0.0261873058,0.0202936097,-0.6101233783
0.7475728155,-0.0471744882,-0.0605012515,0.0172637031,0.0021141649,0.0151384083,-0.0050782903,0.8068735772
0.7064220183,-0.0370497322,-0.0532006235,0.0000000000,0.0000000000,-0.0029825309,-0.0029774564,-0.9119782447
0.7458745875,-0.0267826270,-0.0447771354,-0.0076368265,-0.0063291139,-0.0102564103,-0.0046928328,56.0732195326
0.7724137931,-0.0120758085,-0.0310775149,-0.0047028645,-0.0110403397,-0.0090673575,-0.0107158165,-0.9479132190
0.7516778523,-0.0033085188,-0.0219955499,-0.0094501718,-0.0098754830,-0.0043572985,-0.0069324090,0.0303670277
0.7320261438,0.0055360799,-0.0121774944,-0.0091066782,-0.0091066782,-0.0065645514,-0.0082897033,-0.3868245024
0.7415557830,0.0051265779,-0.0108402798,-0.0065645514,-0.0039387309,-0.0039647577,-0.0004399472,-0.4043006513
0.7645429363,0.0105649464,-0.0038993519,0.0013215859,-0.0008787346,-0.0017691287,-0.0061619718,-0.2964754422
0.7744287798,-0.0146256276,-0.0268825839,-0.0039595249,0.0329815303,0.0013291981,0.0239149690,180.1204227255
0.7883211679,-0.0072227077,-0.0198037576,0.0238515901,-0.0093656875,0.0013274336,-0.0051903114,0.0803623762
0.7868852459,0.0026067981,-0.0097257320,-0.0103537532,-0.0124623979,0.0061864781,-0.0086956522,-0.9934528584
0.7966353290,0.0048500946,-0.0063905457,-0.0082824760,-0.0065274151,-0.0061484409,-0.0026315789,7.6685961582
0.7952755906,0.0027809961,-0.0072268990,0.0004395604,0.0035041612,0.0057445868,0.0013192612,-0.3770331074
0.6867469880,0.0085541864,-0.0005464923,-0.0008787346,-0.0026189437,-0.0057117750,-0.0061484409,-0.9549921742
0.6837513631,0.0036899828,-0.0040269061,-0.0052770449,-0.0035010941,-0.0004418913,0.0035351304,0.8263482677
0.6109022556,-0.0017130904,-0.0085309766,0.0048629531,0.0048309179,0.0044208665,0.0048436812,0.1233787945
0.5738255034,0.0011828446,-0.0052836721,0.0021997360,0.0021853147,-0.0013204225,-0.0026292726,4.5941161727
0.6129032258,0.0001220266,-0.0057659568,0.0000000000,-0.0065416485,-0.0017628911,0.0008787346,-0.8110701024
0.5756457565,0.0031859141,-0.0022729625,-0.0026338894,0.0026338894,-0.0008830022,-0.0030728709,5.8418064860
0.6093750000,-0.0051891212,-0.0099517410,0.0000000000,0.0048161121,-0.0048608042,0.0079260238,5.5330402965
0.5863874346,-0.0022112651,-0.0070456051,0.0083626761,0.0017429194,0.0128774423,-0.0021843600,-0.7767382450
0.6153846154,-0.0053549410,-0.0099913395,-0.0043649062,-0.0030448021,0.0000000000,0.0035026270,-0.9729965364
0.4545454545,-0.0010443478,-0.0057810169,0.0052608505,0.0104712042,0.0013152126,-0.0034904014,63.1430064353
0.4691689008,-0.0017577964,-0.0062230010,-0.0021805495,-0.0056131261,0.0008756567,0.0008756567,-0.6467118396
0.4921135647,-0.0023601919,-0.0066311271,0.0000000000,-0.0039079462,0.0000000000,0.0008748906,-0.4885011857
0.4576271186,-0.0054744475,-0.0096028595,-0.0004370629,0.0017436792,-0.0017497813,0.0034965035,3.7508743125
0.4796747967,0.0027926335,-0.0014984502,0.0021862702,0.0004351610,-0.0021910605,-0.0074041812,-0.7259227815
0.4616588419,0.0072245465,0.0034559050,-0.0061082024,-0.0052196607,-0.0065876153,-0.0048266784,1.6751444960
0.4473684211,0.0105688488,0.0076427814,-0.0048287972,-0.0039352864,-0.0030946065,-0.0044091711,-0.8319072562
0.4216867470,0.0197820076,0.0178957361,-0.0035288928,-0.0083406497,-0.0093126386,-0.0106288751,1.6306051495
0.3626943005,0.0171939459,0.0170253747,-0.0115095175,-0.0097388225,-0.0049239033,-0.0004476276,0.5935402181
0.4228094576,0.0181965391,0.0194164218,-0.0013434841,-0.0008940545,-0.0053981107,-0.0035826243,-0.6391894086
0.4198895028,0.0222889069,0.0248875224,-0.0026905830,-0.0017897092,-0.0126639530,-0.0067415730,10.1285163157
0.3125000000,0.0115365031,0.0156905862,-0.0094424460,-0.0008964590,0.0091617041,0.0072398190,-0.8570942961
0.3799472296,0.0198409470,0.0246551913,0.0059010440,-0.0026917900,-0.0013617794,-0.0098831986,1.9758290853
0.3519553073,0.0158666546,0.0219015654,-0.0067689531,-0.0076473234,-0.0031818182,0.0009074410,-0.8851868416
0.3076923077,0.0074884820,0.0143019267,0.0027260336,0.0077062557,0.0036479708,0.0058930190,0.3896969637
0.3778801843,0.0018216640,0.0086967978,0.0058903489,0.0026990553,0.0054520672,0.0045065345,-0.4432783395
0.4206008584,0.0179825802,0.0246006495,0.0022522523,-0.0017945267,-0.0090375056,-0.0161507402,1.4000586316
0.3904761905,0.0180012586,0.0255843555,-0.0134831461,-0.0112359551,-0.0118559052,-0.0027359781,0.5956324781
0.4095449501,0.0231852633,0.0317089032,-0.0113895216,-0.0095454545,0.0000000000,-0.0077732053,-0.7042728386
0.3989189189,0.0182106352,0.0279389818,0.0004608295,-0.0022946306,0.0018458699,0.0013824885,-0.7756856831
0.3530591775,0.0144752896,0.0249260993,0.0004606172,0.0004599816,-0.0092123445,0.0009203866,1.5674577292
0.3382352941,0.0039398542,0.0146823504,0.0018416206,0.0087356322,0.0060437006,0.0082758621,4.0741030251
0.3453237410,-0.0057339114,0.0044344005,0.0082720588,0.0118505014,0.0138632163,0.0091199270,-0.6922573290
0.3535353535,-0.0016940025,0.0072921192,0.0031905196,-0.0045045045,0.0031905196,-0.0031631270,-0.5346657322
0.3736654804,-0.0059395538,0.0022088577,0.0040890504,0.0036199095,0.0040890504,0.0045330916,0.7116155232
0.3564899452,-0.0090503911,-0.0020079780,0.0036199095,0.0049594229,0.0036199095,0.0040613718,0.6490266015
0.3694267516,-0.0054230188,0.0003888258,0.0045085663,0.0017945267,0.0004508566,-0.0022471910,-0.2549809908
0.4279959718,0.0067485502,0.0117536461,-0.0044883303,-0.0062695925,-0.0108156827,-0.0112612613,0.8596989346
0.3913043478,-0.0029204452,0.0022078579,-0.0085662759,-0.0022532672,-0.0004555809,0.0086560364,0.4581659881
0.4196891192,-0.0065097243,-0.0020125467,0.0054570259,0.0090334237,0.0059252507,0.0040650407,-0.0274632244
0.4838709677,-0.0050606622,-0.0014142628,0.0045228403,0.0022381379,0.0054372451,-0.0004498426,2.5581699854
0.5056179775,-0.0047300151,-0.0017587561,0.0013507429,-0.0053595355,-0.0004506534,0.0004500450,-0.8481987581
0.5155807365,-0.0035540767,-0.0011791658,-0.0013489209,0.0143691064,-0.0009017133,-0.0004498426,6.4560285152
0.5851063830,-0.0007587780,0.0011610174,0.0000000000,-0.0150509075,-0.0031588448,-0.0022502250,-0.2521888867
0.6262135922,-0.0055760365,-0.0038674548,-0.0031517335,0.0049438202,0.0004526935,0.0049616599,12.8016202481
0.6061381074,0.0020279641,0.0031728803,0.0027100271,-0.0044722719,-0.0004524887,-0.0067324955,-0.8238307965
0.5384615385,-0.0298479472,-0.0286645660,-0.0027027027,0.0350404313,0.0022634676,0.0325350203,0.8471142441
0.6834782609,-0.0109724058,-0.0122765498,0.0334236676,-0.0047743056,0.0153568202,-0.0144420131,-0.8790520937
0.6241709654,-0.0119168916,-0.0139941894,-0.0126748252,-0.0104666376,0.0004448399,0.0026642984,1.1036640678
0.6182634731,-0.0025741171,-0.0054699786,-0.0022133687,-0.0066108418,-0.0062249889,-0.0075287865,-0.7860318561
0.5866477273,-0.0048425100,-0.0077214978,-0.0017746229,0.0000000000,0.0035794183,0.0026773762,-0.2586506672
0.5961538462,-0.0009853132,-0.0040468773,-0.0013333333,0.0000000000,-0.0075791351,-0.0031152648,1.7229689513
0.6079404467,0.0005062371,-0.0024110520,-0.0008900757,-0.0022182786,0.0008984726,-0.0013392857,0.7570527648
0.6519524618,-0.0316061320,-0.0341817408,-0.0035634744,0.0275678079,0.0004488330,0.0330800179,13.3429206991
0.7100238663,-0.0326041185,-0.0374806862,0.0299508270,0.0164430982,0.0327501122,0.0060579836,-0.8865265249
0.7249575552,-0.0170184057,-0.0242119949,0.0099826389,-0.0034057046,-0.0021720243,-0.0107526882,-0.7787288853
