1722787200000,0.00228820,0.00230640,0.00226400,0.00227110,35108.28300000,1722790799999,80.27662477,15580,18832.46600000,43.07474056,0
1722790800000,0.00227050,0.00234460,0.00225550,0.00233300,53273.89100000,1722794399999,122.66683014,26233,28074.22200000,64.67557684,0
1722794400000,0.00233300,0.00238290,0.00232670,0.00236740,69640.16100000,1722797999999,164.21890446,29694,36765.25500000,86.69295684,0
1722798000000,0.00236700,0.00240530,0.00236080,0.00239650,54390.14800000,1722801599999,129.96763408,23258,27559.89800000,65.85658140,0
1722801600000,0.00239650,0.00241640,0.00239320,0.00241250,30696.13200000,1722805199999,73.87245288,14356,15383.39700000,37.02522742,0
1722805200000,0.00241300,0.00241700,0.00239580,0.00240180,18130.59600000,1722808799999,43.60897870,9977,8917.47700000,21.45135400,0
1722808800000,0.00240140,0.00242080,0.00238750,0.00239660,31395.99600000,1722812399999,75.44337724,16168,16182.59400000,38.90381287,0
1722812400000,0.00239680,0.00239750,0.00236280,0.00237800,28681.51900000,1722815999999,68.18142422,12876,11211.43800000,26.65910956,0
1722816000000,0.00237850,0.00239450,0.00233300,0.00234040,88090.78500000,1722819599999,208.68120354,41625,42200.67600000,99.99950152,0
1722819600000,0.00233950,0.00243630,0.00228250,0.00240740,298953.63500000,1722823199999,713.05583727,121001,178466.29600000,426.12555474,0
1722823200000,0.00240740,0.00241000,0.00234150,0.00239410,123534.67700000,1722826799999,293.81902244,66635,63929.82200000,152.07804160,0
1722826800000,0.00239390,0.00239770,0.00233920,0.00234000,80152.49000000,1722830399999,190.14214488,38548,31824.88900000,75.57822455,0
1722830400000,0.00234020,0.00238950,0.00230000,0.00231400,95167.48200000,1722833999999,222.81218411,44178,38102.24300000,89.32392606,0
1722834000000,0.00231370,0.00232320,0.00215500,0.00224940,167008.07600000,1722837599999,375.08195671,69685,73847.10200000,166.10788817,0
1722837600000,0.00224940,0.00232000,0.00218900,0.00227900,94565.63500000,1722841199999,214.04020933,53868,48953.13600000,110.91333419,0
1722841200000,0.00227970,0.00234530,0.00226450,0.00233300,74827.49300000,1722844799999,173.12700516,42605,36148.54200000,83.65954140,0
1722844800000,0.00233300,0.00234250,0.00227350,0.00229120,47418.80300000,1722848399999,109.43090282,33252,23686.18300000,54.68982035,0
1722848400000,0.00229120,0.00231370,0.00226840,0.00227770,43349.81200000,1722851999999,99.36035390,25556,24054.24500000,55.12893984,0
1722852000000,0.00227800,0.00228880,0.00225400,0.00225750,36638.36600000,1722855599999,83.33783016,24343,18814.44500000,42.82365417,0
1722855600000,0.00225650,0.00226770,0.00217680,0.00225860,55279.40300000,1722859199999,122.79201876,24485,24270.51300000,53.93660326,0
1722859200000,0.00225880,0.00230200,0.00223800,0.00224590,52614.27800000,1722862799999,119.30010648,24606,27859.10200000,63.18952671,0
